SUPERKINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES	DOMAIN	ORGANISM NAME	STRAIN	SEROVAR/BIOVAR	COMMON NAME	NCBI PROJECT NAME	CULTURE COLLECTION	TYPE STRAIN	GOLDSTAMP	OLD GOLDSTAMP	PROJECT TYPE	PROJECT STATUS	AVAILABILITY	SEQUENCING CENTERS	FUNDING	CONTACT NAME	CONTACT EMAIL	CONTACT URL	LOCUS TAG	COMPLETION DATE	PUBLICATION	PROJECT RELEVANCE	NCBI TAXON ID	NCBI PROJECT ID	NCBI ARCHIVE ID	SHORT READS ARCHIVE ID	GCAT_ID	HMP ID	HOMD ID	STRAININFO ID	GREENGENES OBJECT ID	IMG OBJECT ID	GENOME DATA	SEQUENCING STATUS	SEQUENCING QUALITY	COMMENTS	LIBRARY METHOD	READS COUNT	VECTOR	ASSEMBLY METHOD	SEQUENCING DEPTH	GENE CALLING METHOD	CONTIG COUNT	SIZE(kb)	ORFS	CHROMOSOME COUNT	PLASMID COUNT	GC Content	SEQUENCING METHOD	SEQUENCING COUNTRY	ISOLATION SITE	ISOLATION SOURCE	ISOLATION COMMENTS	COLLECTION DATE	ISOLATION COUNTRY	ISOLATION PUBMED ID	GEOGRAPHIC LOCATION	LATITUDE	LONGITUDE	ALTITUDE	DEPTH	HOST NAME	HOST TAXON ID	HOST GENDER	HOST AGE	HOST RACE	HOST HEALTH	HOST MEDICATION	HOST SPECIFICITY	BODY SAMPLE SITE	BODY PRODUCT	BODY SAMPLE SUBSITE	HOST COMMENTS	OXYGEN REQUIREMENT	CELL SHAPE	SPORULATION	PRESSURE	TEMPERATURE RANGE	SALINITY	PH	CELL DIAMETER	CELL LENGTH	COLOR	GRAM STAINING	BIOTIC RELATIONSHIPS	SYMBIOTIC INTERACTION	SYMBIOTIC RELATIONSHIP	SYMBIONT NAME	SYMBIONT TAXON ID	CELL ARRANGEMENT	DISEASE	HABITAT	TEMPERATURE	METABOLISM	MOTILITY	PHENOTYPE	ENERGY SOURCE
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. RC586	BACTERIAL	Vibrio sp.  RC586	RC586	NA		Vibrio sp. RC586	NA		Gi05313	NA	Genome	incomplete	Public	LANL	NA		NA		NA		 	NA	675815	40489	NA		006289_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	Chesapeake Bay, MD in 1999	NA		1999	USA	NA	Chesapeake Bay, MD	38.684009	-76.40213	NA		NA		NA		NA		NA		NA		NA		Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	None	Marine	20 - 30	NA	Motile	Bioluminescent	Heterotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio coralliilyticus	BACTERIAL	Vibrio coralliilyticus  ATCC BAA-450	ATCC BAA-450	NA		Vibrio coralliilyticus ATCC BAA-450	DSM 19607, ATCC BAA-450	Yes	Gi05314	NA	Genome	incomplete	Public	LANL	NA		NA		NA		 	NA	675814	40491	NA		006290_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	diseased coral, Pocillopora damicornis) Zanzibar Tanzania	NA		March 16, 1999	Tanzania	NA	Zanzibar Tanzania	-6.164948	39.202602	NA		NA		NA		NA		NA		NA		NA		Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	None	Marine	20 - 30	NA	Motile	Bioluminescent	Heterotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio metschnikovii	BACTERIAL	Vibrio metschnikovii  CIP 69.14	CIP 69.14	NA		Vibrio metschnikovii CIP 69.14	DSM 19132, ATCC 700040	Yes	Gi05315	NA	Genome	incomplete	Public	LANL	NA		NA		NA		 	NA	675813	40493	NA		006291_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	Diseased fowl; United Kingdom	NA		NA	United Kingdom	NA		NA		NA		NA		NA		NA		NA		NA		NA		Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	None	Marine	20 - 30	NA	Motile	Bioluminescent	Heterotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio furnissii	BACTERIAL	Vibrio furnissii  CIP 102972	CIP 102972	II	NA	Vibrio furnissii CIP 102972	DSM 19622, ATCC 35016	Yes	Gi05316	NA	Genome	incomplete	Public	LANL	NA		NA		NA		 	NA	675811	40497	NA		006292_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		Japan	NA		NA		NA		Homo sapiens	NA		NA		NA		NA	Gastrointestinal tract	Feces	NA		Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	None	Marine	20 - 30	NA	Motile	Bioluminescent	Heterotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. RC341	BACTERIAL	Vibrio sp.  RC341	RC341	NA		Vibrio sp. RC341	NA		Gi05317	NA	Genome	incomplete	Public	LANL	NA		NA		NA		 	NA	675810	40499	NA		006293_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	Chesapeake Bay, MD in 1998	NA		1998	USA	NA	Chesapeake Bay, MD	38.699015	-76.415863	NA		Homo sapiens	NA		NA		NA		NA	Gastrointestinal tract	Feces	NA		Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	None	Marine	20 - 30	NA	Motile	Bioluminescent	Heterotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	BACTERIAL	Vibrio cholerae  CT 5369-93	CT 5369-93	NA		Vibrio cholerae CT 5369-93	NA		Gi05318	NA	Genome	incomplete	Public	LANL	NA		NA		NA		 	NA	675809	40501	NA		006294_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	sewage from Brazil in 1993	NA		1993	Brazil	NA		NA		NA		Homo sapiens	NA		NA		NA		NA	Gastrointestinal tract	Feces	NA		Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	None	Marine	20 - 30	NA	Motile	Bioluminescent	Heterotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	BACTERIAL	Vibrio cholerae  INDRE 91/1 (RC144)	INDRE 91/1 (RC144)	NA		Vibrio cholerae INDRE 91/1	NA		Gi05319	NA	Genome	incomplete	Public	LANL	NA		NA		NA		 	NA	675808	40503	NA		006295_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	Mexico in 1991	NA		1991	Mexico	NA		NA		NA		Homo sapiens	NA		NA		NA		NA	Gastrointestinal tract	Feces	NA		Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	None	Marine	20 - 30	NA	Motile	Bioluminescent	Heterotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. Ex25	BACTERIAL	Vibrio sp.  Ex25	Ex25	NA		Vibrio sp. Ex25	NA		Gi05320	NA	Genome	incomplete	Public	LANL	NA		NA		NA		 	NA	150340	40507	NA		006296_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	deep-sea hydrothermal vent community along the East Pacific Rise	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	None	Marine	20 - 30	NA	Motile	Bioluminescent	Heterotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA	Grimontia hollisae	BACTERIAL	Grimontia hollisae  CIP 101886	CIP 101886	NA		Grimontia hollisae CIP 101886	ATCC 33564, DSM 15132	Yes	Gi05321	NA	Genome	incomplete	Public	LANL	NA		NA		NA		 	NA	675812	40495	NA		006297_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	human feces, Maryland	NA		NA	USA	NA	Arundel Gen. Hosp., Annapolis, Maryland	38.978181	-76.49404	NA		Homo sapiens	NA		NA		NA		NA	Gastrointestinal tract	Feces	NA		Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	None	Marine	20 - 30	NA	Motile	Bioluminescent	Heterotroph
Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Mycobacteriaceae	Mycobacterium	NA	BACTERIAL	Mycobacterium tusciae  JS617	JS617	NA		Mycobacterium tusciae	NA		Gi05322	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Biotechnological	75922	NA		NA	006298_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram+	Free living	NA		NA		Singles	None	Soil, Creosote-contaminated soil	NA		Nonmotile	PAH-degrading	Chemoorganotroph
Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Mycobacteriaceae	Mycobacterium	NA	BACTERIAL	Mycobacterium rhodesiae  JS60	JS60	NA		Mycobacterium rhodesiae	NA		Gi05323	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Biotechnological	36814	NA		NA	006299_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram+	Free living	NA		NA		Singles	None	Creosote-contaminated soil, Soil	NA		Nonmotile	PAH-degrading	Chemoorganotroph
Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Mycobacteriaceae	Mycobacterium	NA	BACTERIAL	Mycobacterium chubuense  NBB4	NBB4	NA		Mycobacterium chubuense	NA		Gi05324	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Biotechnological	1800	NA		NA	006300_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram+	Free living	NA		NA		Singles	None	Creosote-contaminated soil, Soil	NA		Nonmotile	PAH-degrading	Chemoorganotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	BACTERIAL	Vibrio splendidus  M2	M2	NA		Vibrio splendidus	NA		Gi05327	NA	Genome	incomplete	Public	Eurofins Medigenomix GmbH	NERC	Hendrik Sch?fer	H.Schaefer@warwick.ac.uk	http://www2.warwick.ac.uk/fac/sci/whri/about/staff/hschaefer	NA		 	Fish Pathogen	29497	NA		NA	006303_GCAT	NA		NA		0	NA	Complete	NA		NA		NA		NA		NA	0	0	NA		0	NA	United Kingdom	Western Channel Observatory, Station L4, Devon, UK	Seawater	Paracoccus versutus medium, 2% NaCl, amended with 2 mM dimethylsulfide	NA	United Kingdom	NA	Western Channel Observatory, Station L4, Devon, UK	50.25	-4.216667	NA		NA		NA		NA		NA		NA		NA		Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	Vibriosis	Surface water, Marine	NA		Motile	Pathogen	Heterotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	BACTERIAL	Vibrio cholerae  G4222	G4222	O1	NA	Vibrio cholerae	NA		Gi05328	NA	Genome	incomplete	Public	CSIR	NA	Wouter le Roux	wleroux@csir.co.za	NA		NA	 	NA	666	NA		NA	006304_GCAT	NA		NA		0	NA	Draft	NA		NA		NA		NA		NA	0	0	2	NA	0	454	South Africa	Gauteng	Clinical	NA	1-Jan2001	South Africa	NA		-26.270	28.112	NA		NA		NA		NA		NA		NA		NA		Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Singles	None	Marine	20 - 30	NA	Motile	Bioluminescent	Heterotroph
Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	NA	BACTERIAL	Mariprofundus ferrooxydans  M34	M34	NA		Mariprofundus ferrooxydans	NA		Gi05329	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Environmental	314344	NA		NA	006305_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	NA		NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		NA	None	Marine	NA		NA	Iron oxidizer	Chemolithoautotroph
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	BACTERIAL	Acetobacter pasteurianus  IFO 3283-03	IFO 3283-03	NA		Acetobacter pasteurianus IFO 3283-03	NA		Gi05331	NA	Genome	incomplete	Public	Yamaguchi Univ, NITE	NA	Azuma Y	yazuma@yamaguchi-u.ac.jp	NA		NA	 	Agricultural	634453	31131	NA		006308_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	Japan	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	NA		NA		NA		NA		NA	gram-	Symbiotic	NA		Plants	NA		None	NA		NA		Acid-producing, Nitrogen fixation	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	BACTERIAL	Acetobacter pasteurianus  IFO 3283-07	IFO 3283-07	NA		Acetobacter pasteurianus IFO 3283-07	NA		Gi05332	NA	Genome	incomplete	Public	Yamaguchi Univ, NITE	NA	Azuma Y	yazuma@yamaguchi-u.ac.jp	NA		NA	 	Agricultural	634454	31133	NA		006309_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	Japan	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	NA		NA		NA		NA		NA	gram-	Symbiotic	NA		Plants	NA		None	NA		NA		Nitrogen fixation, Acid-producing	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	BACTERIAL	Acetobacter pasteurianus  IFO 3283-12	IFO 3283-12	NA		Acetobacter pasteurianus IFO 3283-12	NBRC 3283-12	NA	Gi05333	NA	Genome	incomplete	Public	Yamaguchi Univ, NITE	NA	Azuma Y	yazuma@yamaguchi-u.ac.jp	NA		NA	 	Agricultural	634459	32203	NA		006310_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	Japan	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	NA		NA		NA		NA		NA	gram-	Symbiotic	NA		Plants	NA		None	NA		NA		Nitrogen fixation, Acid-producing	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	BACTERIAL	Acetobacter pasteurianus  IFO 3283-22	IFO 3283-22	NA		Acetobacter pasteurianus IFO 3283-22	NA		Gi05334	NA	Genome	incomplete	Public	Yamaguchi Univ, NITE	NA	Azuma Y	yazuma@yamaguchi-u.ac.jp	NA		NA	 	Agricultural	634455	31135	NA		006311_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	Japan	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	NA		NA		NA		NA		NA	gram-	Symbiotic	NA		Plants	NA		None	NA		NA		Nitrogen fixation, Acid-producing	
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	BACTERIAL	Acetobacter pasteurianus  IFO 3283-32	IFO 3283-32	NA		Acetobacter pasteurianus IFO 3283-32	NA		Gi05336	NA	Genome	incomplete	Public	Yamaguchi Univ, NITE	NA	Azuma Y	yazuma@yamaguchi-u.ac.jp	NA		NA	 	Agricultural	634457	31139	NA		006313_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	Japan	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	NA		NA		NA		NA		NA	gram-	Symbiotic	NA		Plants	NA		None	NA		NA		Acid-producing, Nitrogen fixation	
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	BACTERIAL	Escherichia coli O26:H11  11368	11368	NA		Escherichia coli O26:H11 str. 11368	NA		Gi05337	NA	Genome	incomplete	Public	Univ of Tokyo	NA		NA		NA		 	Medical	573235	32509	NA		006314_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	Japan	NA		human enterohemorrhagic E. coli which attaches to and effaces cells in the large intestine.	NA		NA		NA		NA		Homo sapiens	NA		NA		NA		NA	Gastrointestinal tract	NA		NA	Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Pairs, Singles	None	Human skin, Host	37	NA	Motile	NA	
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia endosymbiont of Ixodes scapularis	BACTERIAL	Rickettsia endosymbiont of Ixodes scapularis  	NA		NA	Rickettsia endosymbiont of Ixodes scapularis	NA		Gi05338	NA	Genome	incomplete	Public	J. Craig Venter Institute	NA		NA		NA		 	Medical	444612	33979	NA		006315_GCAT	NA		NA		0	NZ_ACLC00000000	Draft	NA		NA		NA		10.7x	NA	135	1981	2283	NA		31	Sanger	USA	endosymbiont of Ixodes scapularis, Wikel tick colony	NA		NA		NA		NA		NA		Ixodes scapularis	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		Symbiotic	Endosymbiotic intracellular	NA	Ixodes scapularis	NA		NA		NA		NA	Vector of Pathogens	
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus watsoni	BACTERIAL	Nitrosococcus watsoni  C-113	C-113	NA		Nitrosococcus watsoni C-113	NA		Gi05339	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Biotechnological, Environmental	105559	40331	NA		006316_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	NA		NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		NA	None	Marine	NA		Motile	Carbon sequestration, Nitrifying, Ammonia-oxidizer	Autotroph, Chemolithotroph
Eukaryota	Streptophyta	NA	Brassicales	Brassicaceae	Boechera	NA	EUKARYAL	Boechera stricta  LTM	LTM	NA		NA		NA	Gi05341	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Agricultural	72658	NA		NA	006318_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		None	Ectomycorrhizal	NA		NA		
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thioalkalimicrobium	NA	BACTERIAL	Thioalkalimicrobium aerophilum  AL2	AL2	NA		NA		NA	Gi05342	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Bioremediation, Biotechnological	92245	NA		NA	006319_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	NA		BACTERIAL	Mariprofundus sp.  GSB2	GSB2	NA		NA		NA	Gi05343	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Environmental	377315	NA		NA	006320_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Aerobe	NA		NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		NA	None	Marine	NA		NA	Iron oxidizer	Chemolithoautotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA	BACTERIAL	Shewanella baltica  OS117	OS117	NA		Shewanella baltica	NA		Gi05344	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Biotechnological	62322	NA		NA	006321_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Pairs, Singles	None	Marine	4	NA	Motile	NA	Heterotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA	BACTERIAL	Shewanella baltica  OS678	OS678	NA		Shewanella baltica	NA		Gi05345	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Biotechnological	62322	NA		NA	006322_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Pairs, Singles	None	Marine	4	NA	Motile	NA	Heterotroph
Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA	BACTERIAL	Shewanella baltica  OS183	OS183	NA		Shewanella baltica	NA		Gi05346	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Biotechnological	62322	NA		NA	006323_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Facultative	Rod-shaped	Nonsporulating	NA	Mesophile	NA		NA		NA	gram-	Free living	NA		NA		Pairs, Singles	None	Marine	4	NA	Motile	NA	Heterotroph
Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Holophaga	NA	BACTERIAL	Holophaga foetida  TMBS4	TMBS4	NA		NA	DSM 6591	Yes	Gi05348	NA	Genome	incomplete	Public	DSMZ, DOE Joint Genome Institute	DOE, DSMZ	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	GEBA, Tree of Life	35839	NA		NA	006325_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		0	Illumina, 454-Titanium	USA	black anoxic freshwater mud; Germany	NA		NA	Germany	8085918	NA		NA		NA		NA		NA		NA		NA		NA		NA	Obligate anaerobe	Rod-shaped	NA		Mesophile	NA		NA		NA	gram-	Free living	NA		NA		NA		Mud	NA		NA		
Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Joostella	NA	BACTERIAL	Joostella marina  En5	En5	NA		NA	DSM 19592	Yes	Gi05349	NA	Genome	incomplete	Public	DOE Joint Genome Institute, DSMZ	DOE, DSMZ	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	GEBA, Tree of Life	453852	NA		NA	006326_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		30	Illumina, 454-Titanium	USA	Coastal seawater in the East Sea of Korea, at a depth of 100 m	NA		NA	Korea	18523183	NA		NA		100 m	NA		NA		NA		NA		NA		NA		Obligate aerobe	Rod-shaped	Nonsporulating	NA	Mesophile	NA	5.3 - 7.6	NA		Yellow	gram-	Free living	NA		NA		NA		Mud	30	NA	Nonmotile	NA	
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Marinithermus	NA	BACTERIAL	Marinithermus hydrothermalis  T1	T1	NA		NA	DSM 14884	Yes	Gi05350	NA	Genome	incomplete	Public	DOE Joint Genome Institute, DSMZ	DOE, DSMZ	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Tree of Life, GEBA	186192	NA		NA	006327_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		68.6	Illumina, 454-Titanium	USA	deep-sea hydrothermal vent chimney sample collected from the Suiyo Seamount in the Izu-Bonin Arc, Japan, at a depth of 1,385 m	NA		NA	Japan	12656153	Suiyo Seamount in the Izu-Bonin Arc, Japan	29.47021	140.837401	NA	1,385 m	NA		NA		NA		NA		NA		NA		Obligate aerobe	Rod-shaped	NA		Thermophile	NA	7	NA		NA	gram-	Free living	NA		NA		Pairs	NA	Marine	67.5	NA		NA	Heterotroph
Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus	NA	BACTERIAL	Meiothermus chliarophilus  ALT-8	ALT-8	NA		NA	DSM 9957	Yes	Gi05351	NA	Genome	incomplete	Public	DOE Joint Genome Institute, DSMZ	DOE, DSMZ	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Tree of Life, GEBA	52023	NA		NA	006328_GCAT	NA		NA		0	NA	Awaiting DNA	NA		NA		NA		NA		NA	0	0	NA		68.6	Illumina, 454-Titanium	USA	Hot spring, Alcafache Portugal	NA		NA	Portugal	7547281	Alcafache Portugal	40.594649	-7.872571	NA		NA		NA		NA		NA		NA		NA		NA		NA		Thermophile	NA		NA		Yellow	NA	Free living	NA		NA		NA		Hot spring	50	NA		NA	
